Lead_Source,Country,Age,Gender,Education_Level,Occupation,Industry,Income,Initial_Response,Do_Not_Contact,Total_Calls_Attended,Total_Meetings_Attended,General_Knowledge,Business_Knowledge,Company_Size,Company_Estimated_Revenue,Lead_Quality,Lead_Score
INBOUND,Canada,58,MALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,149000,POSITIVE,No,3,2,NOVICE,INTERMEDIATE,MEDIUM,2749000,HOT,92
INBOUND,Australia,44,MALE,BACHELOR,BUSINESSMAN,RETAIL,157000,POSITIVE,No,7,2,NOVICE,NOVICE,LARGE,2815000,HOT,99
PAID,USA,37,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,191000,POSITIVE,No,4,3,ADVANCED,ADVANCED,MEDIUM,2914000,HOT,88
INBOUND,USA,49,OTHER,COLLEGE,SELF-EMPLOYED,SERVICES,170000,POSITIVE,No,4,3,INTERMEDIATE,INTERMEDIATE,MEDIUM,8038000,WARM,85
REFERRAL,Australia,47,MALE,COLLEGE,BUSINESSMAN,SERVICES,133000,NEUTRAL,No,3,2,NOVICE,NOVICE,LARGE,8308000,HOT,76
REFERRAL,USA,57,MALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,154000,POSITIVE,No,4,2,INTERMEDIATE,ADVANCED,MEDIUM,7730000,HOT,75
REFERRAL,Canada,44,MALE,BACHELOR,RETIRED,SERVICES,114000,POSITIVE,No,3,2,INTERMEDIATE,NOVICE,LARGE,5390000,HOT,81
PAID,Australia,42,FEMALE,COLLEGE,SELF-EMPLOYED,SERVICES,135000,POSITIVE,No,6,2,INTERMEDIATE,INTERMEDIATE,LARGE,7735000,HOT,94
REFERRAL,Australia,35,MALE,BACHELOR,SELF-EMPLOYED,SERVICES,106000,POSITIVE,No,7,2,ADVANCED,NOVICE,MEDIUM,6346000,HOT,79
REFERRAL,USA,57,MALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,144000,POSITIVE,No,7,2,INTERMEDIATE,NOVICE,MEDIUM,4894000,HOT,91
PAID,UK,51,FEMALE,COLLEGE,RETIRED,RETAIL,111000,POSITIVE,No,6,3,ADVANCED,ADVANCED,MEDIUM,3122000,HOT,94
PAID,USA,42,OTHER,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,132000,POSITIVE,No,7,2,NOVICE,NOVICE,MEDIUM,2290000,HOT,83
INBOUND,Canada,53,FEMALE,BACHELOR,SELF-EMPLOYED,RETAIL,150000,POSITIVE,No,3,2,ADVANCED,NOVICE,MEDIUM,2012000,HOT,96
REFERRAL,Australia,50,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,166000,POSITIVE,No,3,2,ADVANCED,ADVANCED,LARGE,9006000,HOT,98
PAID,UK,42,MALE,BACHELOR,RETIRED,SERVICES,173000,POSITIVE,No,6,3,NOVICE,ADVANCED,LARGE,3125000,HOT,87
PAID,Australia,37,MALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,117000,POSITIVE,No,5,2,NOVICE,NOVICE,MEDIUM,1142000,HOT,86
INBOUND,UK,45,MALE,BACHELOR,RETIRED,RETAIL,132000,NEUTRAL,No,5,2,INTERMEDIATE,NOVICE,MEDIUM,4934000,WARM,83
PAID,Canada,47,MALE,COLLEGE,BUSINESSMAN,MANUFACTURING,100000,POSITIVE,No,7,3,INTERMEDIATE,NOVICE,LARGE,3699000,WARM,76
PAID,Japan,44,FEMALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,151000,POSITIVE,No,7,2,ADVANCED,NOVICE,MEDIUM,4986000,HOT,89
INBOUND,Canada,38,FEMALE,COLLEGE,BUSINESSMAN,MANUFACTURING,176000,NEUTRAL,No,5,2,NOVICE,ADVANCED,MEDIUM,4755000,WARM,85
INBOUND,Japan,41,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,168000,POSITIVE,No,5,2,NOVICE,NOVICE,LARGE,5439000,HOT,95
INBOUND,Japan,58,MALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,168000,NEUTRAL,No,6,3,INTERMEDIATE,NOVICE,MEDIUM,7484000,HOT,76
PAID,USA,49,FEMALE,COLLEGE,RETIRED,MANUFACTURING,107000,POSITIVE,No,5,2,NOVICE,INTERMEDIATE,MEDIUM,8168000,HOT,87
INBOUND,UK,57,OTHER,COLLEGE,RETIRED,SERVICES,165000,POSITIVE,No,4,2,INTERMEDIATE,NOVICE,MEDIUM,4290000,HOT,91
INBOUND,Japan,35,OTHER,COLLEGE,RETIRED,RETAIL,121000,POSITIVE,No,4,3,ADVANCED,INTERMEDIATE,LARGE,4198000,HOT,90
PAID,Australia,37,FEMALE,BACHELOR,RETIRED,SERVICES,163000,POSITIVE,No,5,2,NOVICE,INTERMEDIATE,LARGE,9383000,HOT,95
REFERRAL,Australia,43,FEMALE,BACHELOR,BUSINESSMAN,RETAIL,153000,POSITIVE,No,7,3,ADVANCED,INTERMEDIATE,LARGE,8158000,HOT,89
INBOUND,Canada,42,FEMALE,BACHELOR,BUSINESSMAN,RETAIL,139000,POSITIVE,No,5,3,NOVICE,INTERMEDIATE,LARGE,4910000,HOT,99
PAID,Japan,41,MALE,BACHELOR,BUSINESSMAN,MANUFACTURING,108000,POSITIVE,No,5,3,INTERMEDIATE,INTERMEDIATE,LARGE,5368000,HOT,98
REFERRAL,Canada,43,OTHER,COLLEGE,SELF-EMPLOYED,RETAIL,171000,POSITIVE,No,4,3,ADVANCED,NOVICE,MEDIUM,4554000,WARM,83
PAID,USA,53,MALE,BACHELOR,SELF-EMPLOYED,RETAIL,194000,POSITIVE,No,4,2,INTERMEDIATE,NOVICE,MEDIUM,4946000,HOT,99
INBOUND,Japan,41,MALE,BACHELOR,BUSINESSMAN,RETAIL,111000,NEUTRAL,No,4,2,INTERMEDIATE,NOVICE,MEDIUM,1540000,HOT,85
REFERRAL,Australia,35,MALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,148000,NEUTRAL,No,4,3,NOVICE,NOVICE,MEDIUM,5990000,WARM,85
PAID,Australia,37,MALE,COLLEGE,BUSINESSMAN,SERVICES,122000,NEUTRAL,No,6,2,ADVANCED,INTERMEDIATE,MEDIUM,7462000,WARM,79
INBOUND,Japan,51,OTHER,HIGH SCHOOL,BUSINESSMAN,SERVICES,161000,POSITIVE,No,3,2,NOVICE,NOVICE,LARGE,7527000,HOT,93
REFERRAL,USA,41,FEMALE,COLLEGE,SELF-EMPLOYED,RETAIL,160000,POSITIVE,No,4,3,INTERMEDIATE,INTERMEDIATE,LARGE,2153000,HOT,99
PAID,Canada,45,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,192000,POSITIVE,No,7,2,INTERMEDIATE,NOVICE,LARGE,9397000,HOT,93
REFERRAL,Australia,47,FEMALE,HIGH SCHOOL,BUSINESSMAN,RETAIL,189000,POSITIVE,No,4,2,NOVICE,ADVANCED,MEDIUM,8382000,HOT,95
INBOUND,Canada,58,MALE,COLLEGE,SELF-EMPLOYED,SERVICES,106000,POSITIVE,No,7,3,ADVANCED,ADVANCED,LARGE,8122000,HOT,94
INBOUND,Japan,39,MALE,BACHELOR,RETIRED,SERVICES,196000,POSITIVE,No,3,2,ADVANCED,INTERMEDIATE,MEDIUM,8207000,HOT,99
INBOUND,Japan,40,FEMALE,BACHELOR,RETIRED,MANUFACTURING,191000,POSITIVE,No,4,2,NOVICE,ADVANCED,LARGE,4890000,HOT,90
REFERRAL,USA,42,FEMALE,HIGH SCHOOL,RETIRED,RETAIL,179000,NEUTRAL,No,7,3,ADVANCED,ADVANCED,LARGE,1548000,HOT,83
PAID,Japan,55,MALE,HIGH SCHOOL,RETIRED,SERVICES,128000,POSITIVE,No,5,2,INTERMEDIATE,ADVANCED,LARGE,7488000,WARM,84
INBOUND,Canada,47,MALE,COLLEGE,BUSINESSMAN,RETAIL,120000,POSITIVE,No,7,2,NOVICE,ADVANCED,MEDIUM,1833000,HOT,98
PAID,Japan,53,FEMALE,BACHELOR,BUSINESSMAN,MANUFACTURING,190000,POSITIVE,No,4,3,ADVANCED,NOVICE,MEDIUM,7889000,HOT,89
PAID,USA,50,MALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,195000,POSITIVE,No,6,3,NOVICE,ADVANCED,LARGE,5863000,WARM,82
REFERRAL,Canada,55,FEMALE,COLLEGE,BUSINESSMAN,RETAIL,133000,POSITIVE,No,3,2,INTERMEDIATE,ADVANCED,MEDIUM,4062000,HOT,87
PAID,Japan,53,FEMALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,115000,POSITIVE,No,4,3,ADVANCED,ADVANCED,MEDIUM,8363000,HOT,89
PAID,Canada,44,MALE,COLLEGE,BUSINESSMAN,RETAIL,139000,POSITIVE,No,7,3,INTERMEDIATE,INTERMEDIATE,MEDIUM,6797000,HOT,90
INBOUND,USA,54,MALE,COLLEGE,RETIRED,RETAIL,173000,NEUTRAL,No,3,3,INTERMEDIATE,INTERMEDIATE,LARGE,8048000,WARM,82
REFERRAL,Australia,37,MALE,BACHELOR,RETIRED,RETAIL,139000,POSITIVE,No,6,3,ADVANCED,INTERMEDIATE,LARGE,7595000,HOT,90
PAID,Japan,51,OTHER,HIGH SCHOOL,BUSINESSMAN,RETAIL,147000,POSITIVE,No,4,3,NOVICE,INTERMEDIATE,LARGE,3012000,HOT,94
INBOUND,USA,39,MALE,HIGH SCHOOL,RETIRED,RETAIL,148000,POSITIVE,No,6,3,INTERMEDIATE,NOVICE,MEDIUM,1416000,HOT,88
INBOUND,Australia,37,OTHER,COLLEGE,SELF-EMPLOYED,RETAIL,115000,POSITIVE,No,4,2,INTERMEDIATE,NOVICE,MEDIUM,7861000,HOT,95
PAID,Japan,41,FEMALE,BACHELOR,RETIRED,SERVICES,149000,POSITIVE,No,5,3,ADVANCED,NOVICE,LARGE,8731000,HOT,98
INBOUND,Australia,45,OTHER,HIGH SCHOOL,RETIRED,MANUFACTURING,102000,POSITIVE,No,7,2,INTERMEDIATE,INTERMEDIATE,LARGE,9701000,HOT,93
PAID,Canada,40,MALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,139000,POSITIVE,No,7,3,ADVANCED,NOVICE,MEDIUM,3558000,HOT,99
INBOUND,Japan,54,OTHER,HIGH SCHOOL,RETIRED,SERVICES,162000,POSITIVE,No,3,2,ADVANCED,NOVICE,MEDIUM,9683000,HOT,94
INBOUND,Australia,35,MALE,COLLEGE,SELF-EMPLOYED,SERVICES,110000,POSITIVE,No,7,2,NOVICE,ADVANCED,LARGE,7669000,HOT,92
INBOUND,Canada,59,OTHER,HIGH SCHOOL,RETIRED,MANUFACTURING,109000,POSITIVE,No,3,2,NOVICE,ADVANCED,LARGE,3375000,HOT,97
REFERRAL,USA,50,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,146000,POSITIVE,No,4,3,ADVANCED,NOVICE,LARGE,1760000,HOT,93
INBOUND,UK,41,FEMALE,COLLEGE,SELF-EMPLOYED,RETAIL,184000,POSITIVE,No,3,3,INTERMEDIATE,ADVANCED,MEDIUM,3947000,WARM,80
INBOUND,Australia,58,MALE,COLLEGE,SELF-EMPLOYED,SERVICES,104000,NEUTRAL,No,6,3,NOVICE,INTERMEDIATE,LARGE,8059000,WARM,75
PAID,UK,40,OTHER,COLLEGE,SELF-EMPLOYED,SERVICES,121000,POSITIVE,No,5,2,NOVICE,ADVANCED,MEDIUM,8748000,HOT,98
INBOUND,Australia,46,MALE,COLLEGE,SELF-EMPLOYED,RETAIL,118000,POSITIVE,No,7,2,ADVANCED,NOVICE,MEDIUM,6870000,HOT,99
PAID,USA,40,MALE,COLLEGE,RETIRED,RETAIL,109000,POSITIVE,No,7,3,NOVICE,ADVANCED,MEDIUM,5996000,HOT,96
REFERRAL,USA,43,OTHER,BACHELOR,BUSINESSMAN,RETAIL,141000,POSITIVE,No,3,2,ADVANCED,INTERMEDIATE,MEDIUM,3168000,HOT,77
REFERRAL,Japan,50,OTHER,COLLEGE,SELF-EMPLOYED,MANUFACTURING,168000,POSITIVE,No,3,2,NOVICE,NOVICE,MEDIUM,1173000,HOT,90
PAID,Australia,58,MALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,114000,POSITIVE,No,4,2,ADVANCED,ADVANCED,MEDIUM,4907000,HOT,81
INBOUND,Japan,47,MALE,COLLEGE,SELF-EMPLOYED,SERVICES,184000,POSITIVE,No,6,2,NOVICE,INTERMEDIATE,MEDIUM,6371000,HOT,96
REFERRAL,Canada,50,FEMALE,COLLEGE,BUSINESSMAN,RETAIL,181000,NEUTRAL,No,7,2,NOVICE,ADVANCED,LARGE,2731000,WARM,80
INBOUND,Canada,41,MALE,BACHELOR,RETIRED,MANUFACTURING,172000,NEUTRAL,No,6,3,NOVICE,NOVICE,MEDIUM,2380000,HOT,79
INBOUND,USA,56,MALE,BACHELOR,BUSINESSMAN,SERVICES,167000,POSITIVE,No,3,2,ADVANCED,ADVANCED,LARGE,2067000,HOT,91
REFERRAL,Australia,50,FEMALE,HIGH SCHOOL,RETIRED,RETAIL,129000,POSITIVE,No,3,2,NOVICE,ADVANCED,LARGE,6939000,WARM,81
INBOUND,UK,52,OTHER,COLLEGE,SELF-EMPLOYED,RETAIL,194000,POSITIVE,No,5,2,NOVICE,NOVICE,MEDIUM,2500000,HOT,88
INBOUND,UK,39,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,140000,POSITIVE,No,3,3,ADVANCED,INTERMEDIATE,MEDIUM,9219000,HOT,77
PAID,UK,37,MALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,106000,NEUTRAL,No,4,2,ADVANCED,ADVANCED,LARGE,8237000,HOT,76
PAID,USA,52,MALE,BACHELOR,BUSINESSMAN,MANUFACTURING,161000,POSITIVE,No,5,2,ADVANCED,NOVICE,MEDIUM,3296000,HOT,82
REFERRAL,USA,47,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,119000,POSITIVE,No,5,2,INTERMEDIATE,ADVANCED,LARGE,9106000,HOT,92
REFERRAL,Canada,49,FEMALE,COLLEGE,BUSINESSMAN,RETAIL,137000,POSITIVE,No,3,3,NOVICE,NOVICE,LARGE,5654000,HOT,91
INBOUND,USA,52,OTHER,BACHELOR,SELF-EMPLOYED,SERVICES,141000,NEUTRAL,No,5,3,INTERMEDIATE,INTERMEDIATE,MEDIUM,8473000,WARM,77
INBOUND,Japan,54,OTHER,BACHELOR,RETIRED,MANUFACTURING,152000,NEUTRAL,No,5,2,ADVANCED,INTERMEDIATE,LARGE,8306000,WARM,76
REFERRAL,Canada,44,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,RETAIL,128000,POSITIVE,No,5,2,ADVANCED,NOVICE,MEDIUM,4389000,HOT,89
REFERRAL,Australia,41,MALE,HIGH SCHOOL,RETIRED,RETAIL,139000,POSITIVE,No,6,3,ADVANCED,NOVICE,LARGE,2379000,HOT,86
REFERRAL,Canada,49,FEMALE,COLLEGE,BUSINESSMAN,SERVICES,170000,POSITIVE,No,3,3,NOVICE,ADVANCED,MEDIUM,5733000,HOT,98
PAID,USA,37,MALE,HIGH SCHOOL,BUSINESSMAN,RETAIL,196000,POSITIVE,No,4,3,NOVICE,INTERMEDIATE,MEDIUM,7144000,HOT,99
INBOUND,Japan,48,MALE,BACHELOR,RETIRED,RETAIL,186000,POSITIVE,No,5,2,INTERMEDIATE,INTERMEDIATE,LARGE,1405000,HOT,98
REFERRAL,USA,57,MALE,HIGH SCHOOL,BUSINESSMAN,SERVICES,109000,POSITIVE,No,6,3,ADVANCED,ADVANCED,MEDIUM,5691000,HOT,89
PAID,UK,35,MALE,HIGH SCHOOL,RETIRED,SERVICES,162000,POSITIVE,No,7,2,ADVANCED,NOVICE,MEDIUM,6840000,HOT,78
INBOUND,USA,47,FEMALE,COLLEGE,SELF-EMPLOYED,SERVICES,128000,POSITIVE,No,5,3,ADVANCED,ADVANCED,MEDIUM,4543000,HOT,78
PAID,Japan,41,MALE,BACHELOR,RETIRED,MANUFACTURING,193000,POSITIVE,No,4,2,ADVANCED,ADVANCED,LARGE,3916000,HOT,91
REFERRAL,USA,39,MALE,COLLEGE,RETIRED,RETAIL,197000,POSITIVE,No,6,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,9767000,HOT,98
INBOUND,Australia,45,OTHER,COLLEGE,SELF-EMPLOYED,SERVICES,198000,POSITIVE,No,6,2,NOVICE,NOVICE,LARGE,2795000,HOT,87
REFERRAL,Australia,41,MALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,126000,NEUTRAL,No,4,2,NOVICE,NOVICE,MEDIUM,3266000,HOT,75
INBOUND,USA,51,FEMALE,COLLEGE,RETIRED,RETAIL,139000,POSITIVE,No,6,3,ADVANCED,NOVICE,LARGE,6462000,HOT,94
REFERRAL,Canada,56,MALE,COLLEGE,RETIRED,SERVICES,197000,NEUTRAL,No,5,3,INTERMEDIATE,ADVANCED,MEDIUM,1779000,WARM,84
PAID,Australia,59,OTHER,COLLEGE,RETIRED,SERVICES,130000,POSITIVE,No,4,3,INTERMEDIATE,NOVICE,MEDIUM,2749000,HOT,86
INBOUND,Japan,40,OTHER,COLLEGE,RETIRED,SERVICES,165000,POSITIVE,No,5,3,NOVICE,INTERMEDIATE,LARGE,2791000,WARM,82
INBOUND,Japan,42,MALE,BACHELOR,RETIRED,MANUFACTURING,151000,POSITIVE,No,5,2,ADVANCED,INTERMEDIATE,MEDIUM,3024000,HOT,95
INBOUND,Australia,47,OTHER,BACHELOR,BUSINESSMAN,SERVICES,158000,POSITIVE,No,7,2,NOVICE,ADVANCED,MEDIUM,5884000,HOT,89
REFERRAL,Japan,40,OTHER,COLLEGE,RETIRED,SERVICES,144000,NEUTRAL,No,5,3,NOVICE,NOVICE,MEDIUM,6653000,HOT,77
PAID,Japan,49,MALE,COLLEGE,SELF-EMPLOYED,RETAIL,175000,POSITIVE,No,7,2,INTERMEDIATE,NOVICE,MEDIUM,5303000,HOT,83
INBOUND,UK,49,FEMALE,HIGH SCHOOL,RETIRED,RETAIL,100000,POSITIVE,No,6,2,INTERMEDIATE,ADVANCED,MEDIUM,8424000,WARM,83
INBOUND,USA,52,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,117000,POSITIVE,No,6,3,INTERMEDIATE,INTERMEDIATE,LARGE,3275000,HOT,99
PAID,USA,41,OTHER,HIGH SCHOOL,RETIRED,RETAIL,103000,POSITIVE,No,6,3,INTERMEDIATE,INTERMEDIATE,MEDIUM,6963000,HOT,84
PAID,Japan,59,MALE,COLLEGE,SELF-EMPLOYED,MANUFACTURING,142000,POSITIVE,No,7,3,ADVANCED,NOVICE,LARGE,7317000,HOT,95
REFERRAL,Japan,47,FEMALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,102000,NEUTRAL,No,6,3,NOVICE,ADVANCED,LARGE,1075000,WARM,82
INBOUND,Canada,51,MALE,BACHELOR,RETIRED,SERVICES,156000,POSITIVE,No,5,2,INTERMEDIATE,ADVANCED,MEDIUM,4307000,HOT,95
PAID,Japan,39,OTHER,BACHELOR,RETIRED,SERVICES,181000,POSITIVE,No,4,3,ADVANCED,NOVICE,LARGE,3112000,HOT,97
INBOUND,Canada,55,MALE,COLLEGE,RETIRED,RETAIL,122000,POSITIVE,No,5,2,ADVANCED,ADVANCED,MEDIUM,9179000,HOT,86
PAID,Canada,46,OTHER,BACHELOR,RETIRED,MANUFACTURING,100000,POSITIVE,No,7,2,NOVICE,NOVICE,MEDIUM,9586000,WARM,79
PAID,Canada,37,MALE,HIGH SCHOOL,RETIRED,MANUFACTURING,128000,POSITIVE,No,3,2,ADVANCED,NOVICE,LARGE,2310000,HOT,82
PAID,Canada,45,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,159000,POSITIVE,No,3,2,INTERMEDIATE,NOVICE,MEDIUM,5534000,HOT,90
PAID,Canada,41,OTHER,BACHELOR,RETIRED,SERVICES,180000,POSITIVE,No,5,3,ADVANCED,INTERMEDIATE,LARGE,5322000,WARM,75
INBOUND,UK,44,OTHER,COLLEGE,BUSINESSMAN,SERVICES,120000,POSITIVE,No,3,3,NOVICE,ADVANCED,LARGE,2830000,HOT,97
PAID,UK,52,MALE,HIGH SCHOOL,SELF-EMPLOYED,SERVICES,174000,POSITIVE,No,3,3,INTERMEDIATE,ADVANCED,LARGE,1891000,HOT,96
INBOUND,USA,39,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,157000,NEUTRAL,No,6,3,ADVANCED,NOVICE,LARGE,4164000,WARM,83
INBOUND,UK,43,MALE,COLLEGE,RETIRED,RETAIL,137000,NEUTRAL,No,3,3,ADVANCED,ADVANCED,MEDIUM,9536000,HOT,82
INBOUND,Australia,48,MALE,BACHELOR,BUSINESSMAN,MANUFACTURING,105000,POSITIVE,No,4,2,INTERMEDIATE,INTERMEDIATE,LARGE,9004000,HOT,94
REFERRAL,Japan,35,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,102000,POSITIVE,No,7,3,INTERMEDIATE,NOVICE,LARGE,6891000,HOT,94
INBOUND,Australia,59,OTHER,COLLEGE,SELF-EMPLOYED,MANUFACTURING,186000,POSITIVE,No,5,3,ADVANCED,NOVICE,LARGE,5896000,HOT,97
PAID,Australia,39,MALE,HIGH SCHOOL,BUSINESSMAN,RETAIL,188000,POSITIVE,No,4,3,INTERMEDIATE,NOVICE,LARGE,8064000,HOT,96
PAID,Australia,42,MALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,101000,POSITIVE,No,4,2,NOVICE,ADVANCED,LARGE,7524000,HOT,95
INBOUND,UK,58,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,189000,POSITIVE,No,3,3,INTERMEDIATE,ADVANCED,LARGE,5874000,HOT,88
INBOUND,USA,54,FEMALE,BACHELOR,SELF-EMPLOYED,SERVICES,151000,POSITIVE,No,4,2,NOVICE,INTERMEDIATE,MEDIUM,7032000,HOT,96
PAID,Japan,53,MALE,COLLEGE,SELF-EMPLOYED,SERVICES,100000,POSITIVE,No,4,3,NOVICE,ADVANCED,LARGE,1740000,HOT,76
INBOUND,Canada,48,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,135000,POSITIVE,No,5,2,NOVICE,INTERMEDIATE,MEDIUM,4749000,HOT,98
PAID,USA,47,MALE,HIGH SCHOOL,RETIRED,SERVICES,141000,POSITIVE,No,3,2,NOVICE,INTERMEDIATE,MEDIUM,5854000,HOT,89
REFERRAL,USA,39,OTHER,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,121000,POSITIVE,No,7,2,NOVICE,INTERMEDIATE,LARGE,4960000,HOT,94
INBOUND,Canada,58,MALE,BACHELOR,RETIRED,RETAIL,171000,NEUTRAL,No,5,3,ADVANCED,NOVICE,MEDIUM,3351000,HOT,78
REFERRAL,USA,46,MALE,HIGH SCHOOL,BUSINESSMAN,SERVICES,141000,POSITIVE,No,6,3,NOVICE,ADVANCED,LARGE,7863000,HOT,95
REFERRAL,Canada,35,MALE,BACHELOR,RETIRED,SERVICES,138000,POSITIVE,No,4,3,NOVICE,NOVICE,LARGE,9315000,WARM,83
INBOUND,Canada,35,FEMALE,BACHELOR,SELF-EMPLOYED,RETAIL,155000,POSITIVE,No,4,3,NOVICE,NOVICE,MEDIUM,8496000,HOT,91
INBOUND,Canada,35,OTHER,BACHELOR,BUSINESSMAN,MANUFACTURING,112000,POSITIVE,No,3,2,ADVANCED,INTERMEDIATE,LARGE,4058000,WARM,81
INBOUND,Australia,39,FEMALE,COLLEGE,SELF-EMPLOYED,SERVICES,126000,NEUTRAL,No,5,2,NOVICE,ADVANCED,MEDIUM,2350000,HOT,83
REFERRAL,USA,52,OTHER,COLLEGE,SELF-EMPLOYED,SERVICES,184000,POSITIVE,No,6,2,ADVANCED,NOVICE,LARGE,3635000,HOT,92
INBOUND,Japan,50,FEMALE,HIGH SCHOOL,BUSINESSMAN,SERVICES,161000,NEUTRAL,No,5,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,8221000,HOT,77
PAID,UK,50,OTHER,BACHELOR,RETIRED,SERVICES,170000,NEUTRAL,No,4,3,ADVANCED,ADVANCED,LARGE,3977000,HOT,75
REFERRAL,Japan,58,MALE,COLLEGE,SELF-EMPLOYED,RETAIL,146000,POSITIVE,No,7,3,NOVICE,ADVANCED,LARGE,6295000,WARM,84
REFERRAL,Australia,56,FEMALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,176000,POSITIVE,No,3,3,ADVANCED,NOVICE,MEDIUM,5522000,HOT,95
INBOUND,Australia,36,FEMALE,COLLEGE,BUSINESSMAN,MANUFACTURING,170000,NEUTRAL,No,4,2,INTERMEDIATE,INTERMEDIATE,LARGE,3493000,HOT,84
PAID,Canada,43,MALE,COLLEGE,BUSINESSMAN,RETAIL,120000,POSITIVE,No,3,2,INTERMEDIATE,NOVICE,MEDIUM,8921000,HOT,87
REFERRAL,UK,51,FEMALE,BACHELOR,SELF-EMPLOYED,MANUFACTURING,186000,NEUTRAL,No,4,3,ADVANCED,INTERMEDIATE,LARGE,2543000,HOT,78
INBOUND,Australia,50,FEMALE,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,105000,POSITIVE,No,6,2,INTERMEDIATE,NOVICE,MEDIUM,9107000,HOT,92
PAID,Japan,50,MALE,HIGH SCHOOL,RETIRED,SERVICES,120000,POSITIVE,No,5,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,1606000,HOT,90
REFERRAL,Australia,56,OTHER,HIGH SCHOOL,RETIRED,SERVICES,163000,POSITIVE,No,3,3,INTERMEDIATE,INTERMEDIATE,MEDIUM,4500000,HOT,95
REFERRAL,Australia,40,MALE,COLLEGE,RETIRED,SERVICES,127000,POSITIVE,No,6,2,INTERMEDIATE,INTERMEDIATE,LARGE,1011000,WARM,82
INBOUND,USA,58,OTHER,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,156000,POSITIVE,No,3,2,NOVICE,NOVICE,LARGE,4517000,WARM,75
PAID,Australia,55,MALE,HIGH SCHOOL,BUSINESSMAN,SERVICES,100000,NEUTRAL,No,4,2,NOVICE,ADVANCED,LARGE,8471000,WARM,84
INBOUND,USA,55,FEMALE,HIGH SCHOOL,RETIRED,MANUFACTURING,166000,POSITIVE,No,5,3,INTERMEDIATE,ADVANCED,MEDIUM,5000000,HOT,87
PAID,Australia,53,MALE,BACHELOR,RETIRED,MANUFACTURING,157000,NEUTRAL,No,3,2,INTERMEDIATE,INTERMEDIATE,MEDIUM,5763000,HOT,83
REFERRAL,Canada,56,OTHER,HIGH SCHOOL,BUSINESSMAN,RETAIL,105000,POSITIVE,No,6,3,NOVICE,INTERMEDIATE,MEDIUM,9443000,HOT,99
REFERRAL,UK,55,OTHER,HIGH SCHOOL,SELF-EMPLOYED,MANUFACTURING,195000,POSITIVE,No,5,2,INTERMEDIATE,ADVANCED,LARGE,5112000,HOT,81
PAID,USA,42,OTHER,BACHELOR,SELF-EMPLOYED,MANUFACTURING,106000,POSITIVE,No,7,3,NOVICE,NOVICE,MEDIUM,4508000,WARM,84
REFERRAL,Australia,51,MALE,HIGH SCHOOL,BUSINESSMAN,SERVICES,168000,POSITIVE,No,7,3,ADVANCED,NOVICE,MEDIUM,7110000,HOT,98
INBOUND,Japan,57,OTHER,COLLEGE,RETIRED,MANUFACTURING,112000,POSITIVE,No,3,2,INTERMEDIATE,INTERMEDIATE,LARGE,1612000,WARM,75
PAID,Japan,38,FEMALE,HIGH SCHOOL,BUSINESSMAN,MANUFACTURING,138000,POSITIVE,No,5,2,INTERMEDIATE,NOVICE,LARGE,4093000,HOT,99
