Lead_Source,Country,Age,Gender,Education_Level,Occupation,Industry,Income,Initial_Response,Do_Not_Contact,Total_Calls_Attended,Total_Meetings_Attended,General_Knowledge,Business_Knowledge,Company_Size,Company_Estimated_Revenue,Lead_Quality,Lead_Score
ORGANIC,France,39,MALE,PhD,EMPLOYEE,HEALTHCARE,61000,NEGATIVE,No,2,0,BASIC,EXPERT,SMALL,516000,COLD,32
REFERRAL,India,20,FEMALE,BACHELOR,UNEMPLOYED,TECHNOLOGY,59000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,913000,COLD,26
PAID,China,29,MALE,BACHELOR,OTHER,TECHNOLOGY,24000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,220000,COLD,25
REFERRAL,India,18,FEMALE,PhD,UNEMPLOYED,TECHNOLOGY,65000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,279000,COLD,42
OTHER,Germany,29,MALE,BACHELOR,EMPLOYEE,FINANCE,27000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,537000,COLD,22
OTHER,Brazil,23,FEMALE,PhD,EMPLOYEE,FINANCE,42000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,170000,COLD,12
OTHER,Germany,38,FEMALE,MASTER,UNEMPLOYED,TECHNOLOGY,56000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,202000,COLD,39
ORGANIC,China,38,MALE,MASTER,UNEMPLOYED,FINANCE,66000,NEGATIVE,No,2,0,EXPERT,BASIC,SMALL,892000,COLD,37
OTHER,India,19,MALE,BACHELOR,UNEMPLOYED,HEALTHCARE,66000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,554000,COLD,10
REFERRAL,China,36,OTHER,PhD,UNEMPLOYED,HEALTHCARE,51000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,656000,COLD,10
ORGANIC,China,27,OTHER,MASTER,EMPLOYEE,TECHNOLOGY,44000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,275000,COLD,35
ORGANIC,Pakistan,25,MALE,MASTER,OTHER,TECHNOLOGY,51000,NEGATIVE,No,2,0,BASIC,EXPERT,SMALL,488000,COLD,41
PAID,Brazil,20,FEMALE,PhD,UNEMPLOYED,FINANCE,76000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,353000,COLD,33
OTHER,Pakistan,34,MALE,BACHELOR,UNEMPLOYED,FINANCE,67000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,732000,COLD,21
PAID,Brazil,34,FEMALE,PhD,UNEMPLOYED,HEALTHCARE,36000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,631000,COLD,23
ORGANIC,India,35,MALE,MASTER,EMPLOYEE,TECHNOLOGY,63000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,822000,COLD,19
REFERRAL,Pakistan,30,MALE,BACHELOR,UNEMPLOYED,FINANCE,38000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,301000,COLD,22
ORGANIC,France,31,FEMALE,MASTER,EMPLOYEE,TECHNOLOGY,48000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,832000,COLD,29
REFERRAL,France,24,OTHER,MASTER,UNEMPLOYED,HEALTHCARE,26000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,303000,COLD,19
REFERRAL,China,25,OTHER,MASTER,EMPLOYEE,HEALTHCARE,62000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,243000,COLD,40
PAID,China,21,OTHER,BACHELOR,EMPLOYEE,HEALTHCARE,58000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,874000,COLD,27
OTHER,China,28,OTHER,MASTER,UNEMPLOYED,FINANCE,52000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,385000,COLD,36
REFERRAL,India,29,FEMALE,MASTER,EMPLOYEE,FINANCE,76000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,989000,COLD,15
ORGANIC,China,20,MALE,BACHELOR,EMPLOYEE,TECHNOLOGY,71000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,657000,COLD,42
REFERRAL,France,22,MALE,PhD,EMPLOYEE,TECHNOLOGY,68000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,579000,COLD,22
REFERRAL,Pakistan,28,FEMALE,PhD,EMPLOYEE,TECHNOLOGY,45000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,941000,COLD,10
PAID,China,29,FEMALE,PhD,UNEMPLOYED,FINANCE,47000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,256000,COLD,22
PAID,China,35,MALE,BACHELOR,EMPLOYEE,TECHNOLOGY,53000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,449000,COLD,22
OTHER,Pakistan,20,OTHER,MASTER,EMPLOYEE,TECHNOLOGY,55000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,578000,COLD,21
OTHER,India,20,FEMALE,PhD,OTHER,TECHNOLOGY,27000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,512000,COLD,26
OTHER,Germany,26,OTHER,BACHELOR,EMPLOYEE,HEALTHCARE,50000,NEGATIVE,No,1,0,EXPERT,EXPERT,SMALL,152000,COLD,43
ORGANIC,China,38,MALE,PhD,UNEMPLOYED,FINANCE,43000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,133000,COLD,30
REFERRAL,France,31,FEMALE,PhD,UNEMPLOYED,HEALTHCARE,54000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,884000,COLD,42
PAID,Brazil,31,MALE,MASTER,UNEMPLOYED,FINANCE,40000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,226000,COLD,30
PAID,India,34,OTHER,PhD,OTHER,TECHNOLOGY,53000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,990000,COLD,19
OTHER,India,31,FEMALE,BACHELOR,UNEMPLOYED,TECHNOLOGY,69000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,378000,COLD,13
REFERRAL,Germany,39,OTHER,MASTER,EMPLOYEE,FINANCE,72000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,511000,COLD,20
REFERRAL,China,21,FEMALE,PhD,OTHER,HEALTHCARE,24000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,344000,COLD,29
ORGANIC,China,33,FEMALE,PhD,OTHER,FINANCE,37000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,718000,COLD,26
OTHER,Pakistan,25,OTHER,MASTER,EMPLOYEE,FINANCE,63000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,315000,COLD,18
ORGANIC,France,36,FEMALE,BACHELOR,EMPLOYEE,FINANCE,50000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,832000,COLD,44
OTHER,Brazil,34,FEMALE,MASTER,EMPLOYEE,FINANCE,69000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,533000,COLD,21
ORGANIC,Pakistan,32,MALE,PhD,UNEMPLOYED,TECHNOLOGY,43000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,680000,COLD,23
PAID,China,26,MALE,MASTER,OTHER,FINANCE,54000,NEGATIVE,No,2,0,BASIC,EXPERT,SMALL,998000,COLD,43
REFERRAL,China,32,FEMALE,PhD,EMPLOYEE,TECHNOLOGY,57000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,218000,COLD,20
PAID,India,30,MALE,PhD,EMPLOYEE,FINANCE,33000,NEGATIVE,No,1,0,BASIC,EXPERT,SMALL,989000,COLD,31
REFERRAL,China,35,OTHER,BACHELOR,EMPLOYEE,HEALTHCARE,43000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,456000,COLD,38
OTHER,Germany,27,MALE,PhD,UNEMPLOYED,FINANCE,32000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,844000,COLD,18
ORGANIC,France,33,FEMALE,BACHELOR,EMPLOYEE,TECHNOLOGY,33000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,143000,COLD,28
ORGANIC,India,37,FEMALE,PhD,EMPLOYEE,TECHNOLOGY,40000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,837000,COLD,12
REFERRAL,India,26,OTHER,PhD,EMPLOYEE,FINANCE,68000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,519000,COLD,40
PAID,Brazil,27,MALE,BACHELOR,OTHER,HEALTHCARE,39000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,711000,COLD,22
PAID,France,36,MALE,BACHELOR,OTHER,FINANCE,71000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,928000,COLD,44
OTHER,France,21,MALE,BACHELOR,OTHER,TECHNOLOGY,21000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,130000,COLD,21
PAID,Pakistan,23,OTHER,PhD,UNEMPLOYED,HEALTHCARE,21000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,154000,COLD,36
REFERRAL,Pakistan,38,MALE,MASTER,OTHER,HEALTHCARE,33000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,855000,COLD,42
REFERRAL,India,33,MALE,BACHELOR,UNEMPLOYED,FINANCE,79000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,640000,COLD,12
ORGANIC,Pakistan,35,OTHER,MASTER,EMPLOYEE,HEALTHCARE,25000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,192000,COLD,10
REFERRAL,France,38,MALE,BACHELOR,OTHER,TECHNOLOGY,76000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,648000,COLD,13
ORGANIC,Pakistan,19,MALE,PhD,UNEMPLOYED,HEALTHCARE,64000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,555000,COLD,18
PAID,China,30,FEMALE,BACHELOR,EMPLOYEE,HEALTHCARE,77000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,180000,COLD,25
REFERRAL,China,37,MALE,MASTER,OTHER,FINANCE,61000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,910000,COLD,21
PAID,China,32,OTHER,BACHELOR,UNEMPLOYED,HEALTHCARE,53000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,929000,COLD,20
ORGANIC,India,26,MALE,MASTER,OTHER,TECHNOLOGY,66000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,791000,COLD,28
OTHER,India,29,MALE,BACHELOR,EMPLOYEE,TECHNOLOGY,73000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,512000,COLD,39
ORGANIC,India,33,FEMALE,MASTER,UNEMPLOYED,TECHNOLOGY,46000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,837000,COLD,35
OTHER,China,32,OTHER,BACHELOR,UNEMPLOYED,HEALTHCARE,31000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,523000,COLD,32
REFERRAL,Brazil,30,FEMALE,MASTER,OTHER,HEALTHCARE,23000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,140000,COLD,22
PAID,China,35,OTHER,PhD,EMPLOYEE,TECHNOLOGY,78000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,959000,COLD,22
ORGANIC,Germany,21,OTHER,BACHELOR,UNEMPLOYED,FINANCE,68000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,315000,COLD,37
ORGANIC,India,38,FEMALE,BACHELOR,EMPLOYEE,TECHNOLOGY,78000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,953000,COLD,20
REFERRAL,France,30,FEMALE,MASTER,EMPLOYEE,FINANCE,47000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,465000,COLD,27
REFERRAL,Germany,21,FEMALE,BACHELOR,UNEMPLOYED,FINANCE,66000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,589000,COLD,11
OTHER,Brazil,38,MALE,MASTER,OTHER,HEALTHCARE,66000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,359000,COLD,10
REFERRAL,Brazil,29,OTHER,BACHELOR,UNEMPLOYED,FINANCE,27000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,914000,COLD,20
ORGANIC,Brazil,21,MALE,PhD,EMPLOYEE,TECHNOLOGY,61000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,775000,COLD,11
REFERRAL,China,22,FEMALE,BACHELOR,OTHER,HEALTHCARE,49000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,709000,COLD,13
PAID,India,31,MALE,PhD,UNEMPLOYED,TECHNOLOGY,48000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,418000,COLD,26
PAID,Brazil,27,FEMALE,MASTER,EMPLOYEE,FINANCE,20000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,660000,COLD,30
ORGANIC,Germany,22,MALE,PhD,EMPLOYEE,HEALTHCARE,44000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,812000,COLD,30
REFERRAL,China,21,FEMALE,PhD,EMPLOYEE,HEALTHCARE,34000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,897000,COLD,14
PAID,Brazil,39,MALE,MASTER,UNEMPLOYED,TECHNOLOGY,37000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,812000,COLD,21
ORGANIC,India,21,MALE,BACHELOR,EMPLOYEE,FINANCE,31000,NEGATIVE,No,2,0,EXPERT,BASIC,SMALL,952000,COLD,35
PAID,Brazil,37,OTHER,BACHELOR,UNEMPLOYED,TECHNOLOGY,76000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,504000,COLD,20
PAID,France,23,MALE,MASTER,UNEMPLOYED,HEALTHCARE,41000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,103000,COLD,26
ORGANIC,Brazil,35,OTHER,MASTER,EMPLOYEE,FINANCE,47000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,474000,COLD,22
PAID,Brazil,38,OTHER,MASTER,UNEMPLOYED,HEALTHCARE,29000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,332000,COLD,28
ORGANIC,Brazil,22,FEMALE,MASTER,OTHER,TECHNOLOGY,23000,NEGATIVE,No,1,0,EXPERT,EXPERT,SMALL,132000,COLD,43
ORGANIC,Brazil,30,FEMALE,MASTER,OTHER,HEALTHCARE,74000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,321000,COLD,23
ORGANIC,Brazil,26,MALE,PhD,EMPLOYEE,HEALTHCARE,30000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,974000,COLD,32
ORGANIC,Germany,31,OTHER,PhD,EMPLOYEE,TECHNOLOGY,74000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,527000,COLD,20
REFERRAL,India,18,OTHER,MASTER,EMPLOYEE,FINANCE,37000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,116000,COLD,23
OTHER,Germany,23,FEMALE,MASTER,OTHER,HEALTHCARE,27000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,165000,COLD,42
OTHER,Brazil,18,MALE,BACHELOR,EMPLOYEE,TECHNOLOGY,39000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,773000,COLD,29
ORGANIC,Brazil,19,FEMALE,PhD,UNEMPLOYED,HEALTHCARE,49000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,558000,COLD,44
REFERRAL,Germany,24,OTHER,PhD,OTHER,TECHNOLOGY,49000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,593000,COLD,24
OTHER,India,37,MALE,MASTER,EMPLOYEE,FINANCE,75000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,163000,COLD,29
ORGANIC,India,28,MALE,BACHELOR,OTHER,TECHNOLOGY,67000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,538000,COLD,31
PAID,Pakistan,18,OTHER,PhD,UNEMPLOYED,HEALTHCARE,71000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,784000,COLD,23
REFERRAL,Germany,27,MALE,PhD,EMPLOYEE,HEALTHCARE,55000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,210000,COLD,43
ORGANIC,Brazil,39,MALE,PhD,EMPLOYEE,TECHNOLOGY,79000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,607000,COLD,13
PAID,China,37,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,59000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,896000,COLD,12
PAID,Brazil,33,OTHER,PhD,EMPLOYEE,TECHNOLOGY,65000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,276000,COLD,13
REFERRAL,India,22,MALE,MASTER,EMPLOYEE,TECHNOLOGY,41000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,256000,COLD,30
OTHER,Brazil,33,MALE,MASTER,OTHER,TECHNOLOGY,46000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,288000,COLD,28
ORGANIC,India,19,MALE,PhD,OTHER,FINANCE,25000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,665000,COLD,31
OTHER,Germany,23,MALE,BACHELOR,OTHER,FINANCE,20000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,660000,COLD,29
ORGANIC,China,33,FEMALE,PhD,OTHER,TECHNOLOGY,67000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,948000,COLD,35
REFERRAL,India,21,OTHER,MASTER,EMPLOYEE,HEALTHCARE,25000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,112000,COLD,31
REFERRAL,Brazil,34,MALE,MASTER,UNEMPLOYED,FINANCE,41000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,337000,COLD,31
REFERRAL,Pakistan,31,FEMALE,BACHELOR,UNEMPLOYED,FINANCE,71000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,482000,COLD,34
PAID,India,20,FEMALE,PhD,OTHER,TECHNOLOGY,54000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,923000,COLD,35
PAID,India,33,FEMALE,BACHELOR,EMPLOYEE,TECHNOLOGY,71000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,110000,COLD,20
REFERRAL,China,23,OTHER,BACHELOR,UNEMPLOYED,TECHNOLOGY,52000,NEGATIVE,No,2,0,EXPERT,BASIC,SMALL,224000,COLD,38
PAID,China,23,OTHER,MASTER,UNEMPLOYED,HEALTHCARE,20000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,801000,COLD,29
PAID,Brazil,31,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,22000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,651000,COLD,37
ORGANIC,India,23,MALE,BACHELOR,OTHER,TECHNOLOGY,75000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,732000,COLD,21
PAID,France,32,FEMALE,PhD,EMPLOYEE,TECHNOLOGY,20000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,253000,COLD,14
PAID,Pakistan,37,FEMALE,MASTER,UNEMPLOYED,FINANCE,47000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,827000,COLD,10
ORGANIC,India,20,OTHER,PhD,UNEMPLOYED,FINANCE,68000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,698000,COLD,41
PAID,Brazil,34,OTHER,PhD,UNEMPLOYED,FINANCE,49000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,791000,COLD,19
OTHER,China,26,FEMALE,PhD,EMPLOYEE,HEALTHCARE,74000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,387000,COLD,14
REFERRAL,France,28,FEMALE,MASTER,EMPLOYEE,FINANCE,53000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,418000,COLD,41
OTHER,Germany,27,MALE,MASTER,UNEMPLOYED,FINANCE,31000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,493000,COLD,22
REFERRAL,Brazil,29,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,78000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,791000,COLD,36
PAID,Brazil,32,MALE,BACHELOR,OTHER,HEALTHCARE,25000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,983000,COLD,39
REFERRAL,Pakistan,24,OTHER,PhD,EMPLOYEE,HEALTHCARE,60000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,470000,COLD,16
REFERRAL,Pakistan,20,FEMALE,BACHELOR,OTHER,FINANCE,50000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,556000,COLD,24
REFERRAL,Germany,31,FEMALE,PhD,UNEMPLOYED,TECHNOLOGY,62000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,818000,COLD,27
REFERRAL,France,32,FEMALE,BACHELOR,UNEMPLOYED,HEALTHCARE,68000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,445000,COLD,42
OTHER,China,29,MALE,MASTER,OTHER,TECHNOLOGY,75000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,258000,COLD,11
OTHER,France,29,FEMALE,BACHELOR,EMPLOYEE,FINANCE,51000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,835000,COLD,13
OTHER,Pakistan,20,OTHER,BACHELOR,EMPLOYEE,HEALTHCARE,51000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,174000,COLD,42
PAID,Brazil,34,FEMALE,BACHELOR,OTHER,FINANCE,41000,NEGATIVE,Yes,1,0,BASIC,EXPERT,SMALL,455000,COLD,26
PAID,Brazil,30,FEMALE,PhD,OTHER,FINANCE,26000,NEGATIVE,No,2,0,BASIC,EXPERT,SMALL,565000,COLD,32
PAID,Pakistan,36,MALE,MASTER,EMPLOYEE,FINANCE,66000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,602000,COLD,17
REFERRAL,France,32,OTHER,PhD,EMPLOYEE,TECHNOLOGY,30000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,189000,COLD,17
ORGANIC,Germany,34,FEMALE,PhD,OTHER,HEALTHCARE,45000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,449000,COLD,43
PAID,Germany,28,OTHER,BACHELOR,EMPLOYEE,HEALTHCARE,35000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,757000,COLD,15
OTHER,China,24,MALE,PhD,UNEMPLOYED,HEALTHCARE,72000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,820000,COLD,20
ORGANIC,Brazil,19,OTHER,MASTER,EMPLOYEE,HEALTHCARE,73000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,594000,COLD,20
OTHER,France,26,MALE,PhD,OTHER,HEALTHCARE,58000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,235000,COLD,40
ORGANIC,India,27,OTHER,BACHELOR,UNEMPLOYED,HEALTHCARE,63000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,812000,COLD,10
PAID,France,23,OTHER,PhD,UNEMPLOYED,HEALTHCARE,45000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,515000,COLD,11
REFERRAL,Germany,33,OTHER,BACHELOR,UNEMPLOYED,HEALTHCARE,72000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,364000,COLD,16
PAID,India,26,OTHER,MASTER,OTHER,HEALTHCARE,43000,NEGATIVE,Yes,2,0,EXPERT,BASIC,SMALL,860000,COLD,26
ORGANIC,Pakistan,31,OTHER,PhD,OTHER,FINANCE,59000,NEGATIVE,Yes,1,0,BASIC,BASIC,SMALL,787000,COLD,10
OTHER,Pakistan,25,FEMALE,BACHELOR,OTHER,FINANCE,61000,NEGATIVE,No,2,0,BASIC,BASIC,SMALL,574000,COLD,38
OTHER,France,32,MALE,PhD,OTHER,HEALTHCARE,34000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,215000,COLD,22
PAID,China,38,MALE,PhD,OTHER,HEALTHCARE,48000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,315000,COLD,29
PAID,Brazil,26,MALE,PhD,OTHER,FINANCE,41000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,116000,COLD,36
REFERRAL,India,30,FEMALE,MASTER,UNEMPLOYED,HEALTHCARE,49000,NEGATIVE,Yes,2,0,EXPERT,EXPERT,SMALL,864000,COLD,22
ORGANIC,Pakistan,32,FEMALE,MASTER,OTHER,TECHNOLOGY,69000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,259000,COLD,37
PAID,Germany,32,OTHER,MASTER,UNEMPLOYED,TECHNOLOGY,38000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,869000,COLD,11
REFERRAL,Brazil,37,OTHER,PhD,UNEMPLOYED,HEALTHCARE,67000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,548000,COLD,34
REFERRAL,China,39,OTHER,PhD,EMPLOYEE,HEALTHCARE,32000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,716000,COLD,39
OTHER,China,36,OTHER,MASTER,UNEMPLOYED,TECHNOLOGY,65000,NEGATIVE,Yes,1,0,EXPERT,EXPERT,SMALL,568000,COLD,31
OTHER,France,23,FEMALE,BACHELOR,OTHER,TECHNOLOGY,52000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,168000,COLD,43
PAID,France,36,OTHER,MASTER,EMPLOYEE,TECHNOLOGY,41000,NEGATIVE,No,2,0,EXPERT,EXPERT,SMALL,541000,COLD,39
PAID,Germany,25,FEMALE,BACHELOR,UNEMPLOYED,HEALTHCARE,40000,NEGATIVE,Yes,1,0,EXPERT,BASIC,SMALL,655000,COLD,28
ORGANIC,France,33,OTHER,PhD,EMPLOYEE,TECHNOLOGY,54000,NEGATIVE,No,1,0,BASIC,EXPERT,SMALL,273000,COLD,37
OTHER,Germany,38,MALE,BACHELOR,EMPLOYEE,TECHNOLOGY,75000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,420000,COLD,34
OTHER,Germany,34,OTHER,MASTER,UNEMPLOYED,FINANCE,66000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,689000,COLD,34
OTHER,China,19,FEMALE,MASTER,EMPLOYEE,TECHNOLOGY,69000,NEGATIVE,Yes,2,0,BASIC,BASIC,SMALL,144000,COLD,13
REFERRAL,China,36,OTHER,MASTER,EMPLOYEE,HEALTHCARE,32000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,897000,COLD,43
REFERRAL,France,36,MALE,PhD,EMPLOYEE,TECHNOLOGY,24000,NEGATIVE,No,2,0,EXPERT,BASIC,SMALL,577000,COLD,38
ORGANIC,France,27,FEMALE,BACHELOR,OTHER,FINANCE,41000,NEGATIVE,No,1,0,EXPERT,BASIC,SMALL,873000,COLD,44
OTHER,Pakistan,26,MALE,PhD,UNEMPLOYED,TECHNOLOGY,79000,NEGATIVE,No,1,0,BASIC,BASIC,SMALL,357000,COLD,31
ORGANIC,Pakistan,37,FEMALE,MASTER,OTHER,FINANCE,70000,NEGATIVE,Yes,2,0,BASIC,EXPERT,SMALL,298000,COLD,30
